driver_race	location_variable	num_stops	num_searches	num_hits	state	city	county
Hispanic	638	2	1	0	CA	San_Diego	San_Diego
Hispanic	639	11	2	0	CA	San_Diego	San_Diego
Hispanic	700	20	5	2	CA	San_Diego	San_Diego
Hispanic	701	62	13	4	CA	San_Diego	San_Diego
Hispanic	702	413	85	12	CA	San_Diego	San_Diego
Hispanic	703	120	26	10	CA	San_Diego	San_Diego
Hispanic	704	96	19	3	CA	San_Diego	San_Diego
Hispanic	705	74	13	2	CA	San_Diego	San_Diego
Hispanic	706	300	65	22	CA	San_Diego	San_Diego
Hispanic	707	32	4	2	CA	San_Diego	San_Diego
Hispanic	708	9	1	0	CA	San_Diego	San_Diego
Hispanic	709	35	5	1	CA	San_Diego	San_Diego
Hispanic	710	137	28	5	CA	San_Diego	San_Diego
Hispanic	711	1	0	0	CA	San_Diego	San_Diego
Hispanic	720	41	7	1	CA	San_Diego	San_Diego
Hispanic	721	81	9	1	CA	San_Diego	San_Diego
Hispanic	722	36	3	0	CA	San_Diego	San_Diego
Hispanic	724	8	3	1	CA	San_Diego	San_Diego
Hispanic	726	3	0	0	CA	San_Diego	San_Diego
Hispanic	727	16	2	1	CA	San_Diego	San_Diego
Hispanic	728	27	9	1	CA	San_Diego	San_Diego
Hispanic	801	5	1	0	CA	San_Diego	San_Diego
Hispanic	802	2	2	0	CA	San_Diego	San_Diego
Hispanic	803	3	0	0	CA	San_Diego	San_Diego
Hispanic	804	50	22	4	CA	San_Diego	San_Diego
Hispanic	805	5	0	0	CA	San_Diego	San_Diego
Hispanic	807	12	4	0	CA	San_Diego	San_Diego
Hispanic	808	25	3	0	CA	San_Diego	San_Diego
Hispanic	809	27	5	0	CA	San_Diego	San_Diego
Hispanic	811	1	0	0	CA	San_Diego	San_Diego
Hispanic	812	19	2	0	CA	San_Diego	San_Diego
Hispanic	813	9	0	0	CA	San_Diego	San_Diego
Hispanic	814	71	11	3	CA	San_Diego	San_Diego
Hispanic	815	7	2	0	CA	San_Diego	San_Diego
Hispanic	816	48	8	2	CA	San_Diego	San_Diego
Hispanic	817	35	10	3	CA	San_Diego	San_Diego
Hispanic	818	21	4	1	CA	San_Diego	San_Diego
Hispanic	819	11	2	1	CA	San_Diego	San_Diego
Hispanic	820	16	0	0	CA	San_Diego	San_Diego
Hispanic	821	1	0	0	CA	San_Diego	San_Diego
Hispanic	826	1	0	0	CA	San_Diego	San_Diego
Hispanic	827	4	1	0	CA	San_Diego	San_Diego
Hispanic	828	14	0	0	CA	San_Diego	San_Diego
Hispanic	832	3	1	0	CA	San_Diego	San_Diego
Hispanic	834	1	0	0	CA	San_Diego	San_Diego
Hispanic	841	2	0	0	CA	San_Diego	San_Diego
Hispanic	842	30	10	2	CA	San_Diego	San_Diego
Hispanic	843	1	0	0	CA	San_Diego	San_Diego
Hispanic	850	29	1	0	CA	San_Diego	San_Diego
Hispanic	851	1	0	0	CA	San_Diego	San_Diego
Hispanic	852	13	0	0	CA	San_Diego	San_Diego
Hispanic	853	6	1	1	CA	San_Diego	San_Diego
Hispanic	855	22	1	1	CA	San_Diego	San_Diego
Hispanic	856	1	0	0	CA	San_Diego	San_Diego
Hispanic	870	4	2	0	CA	San_Diego	San_Diego
Hispanic	871	5	0	0	CA	San_Diego	San_Diego
Hispanic	873	3	0	0	CA	San_Diego	San_Diego
Hispanic	874	2	0	0	CA	San_Diego	San_Diego
Hispanic	876	5	2	0	CA	San_Diego	San_Diego
Hispanic	877	59	10	6	CA	San_Diego	San_Diego
Hispanic	878	138	5	0	CA	San_Diego	San_Diego
Hispanic	879	21	2	1	CA	San_Diego	San_Diego
Hispanic	880	26	3	0	CA	San_Diego	San_Diego
Hispanic	881	8	1	0	CA	San_Diego	San_Diego
Hispanic	882	1	0	0	CA	San_Diego	San_Diego
Hispanic	884	22	1	1	CA	San_Diego	San_Diego
Hispanic	885	4	0	0	CA	San_Diego	San_Diego
Hispanic	999	6096	1209	257	CA	San_Diego	San_Diego
White	0	52	15	3	CA	San_Diego	San_Diego
White	1	185	19	5	CA	San_Diego	San_Diego
White	2	84	13	5	CA	San_Diego	San_Diego
White	3	16	0	0	CA	San_Diego	San_Diego
White	4	125	48	16	CA	San_Diego	San_Diego
White	5	166	56	12	CA	San_Diego	San_Diego
White	6	63	12	4	CA	San_Diego	San_Diego
White	7	40	5	0	CA	San_Diego	San_Diego
White	8	274	76	12	CA	San_Diego	San_Diego
White	9	703	81	19	CA	San_Diego	San_Diego
White	11	13	7	0	CA	San_Diego	San_Diego
White	41	3	0	0	CA	San_Diego	San_Diego
White	42	4	0	0	CA	San_Diego	San_Diego
White	45	4	1	1	CA	San_Diego	San_Diego
White	46	4	1	0	CA	San_Diego	San_Diego
White	47	23	6	3	CA	San_Diego	San_Diego
White	51	27	8	1	CA	San_Diego	San_Diego
White	52	12	3	1	CA	San_Diego	San_Diego
White	56	3	0	0	CA	San_Diego	San_Diego
White	201	9	0	0	CA	San_Diego	San_Diego
White	202	49	2	0	CA	San_Diego	San_Diego
White	203	2	0	0	CA	San_Diego	San_Diego
White	204	3	0	0	CA	San_Diego	San_Diego
White	206	305	51	16	CA	San_Diego	San_Diego
White	208	2	0	0	CA	San_Diego	San_Diego
White	210	535	34	4	CA	San_Diego	San_Diego
White	211	119	14	3	CA	San_Diego	San_Diego
White	212	240	18	3	CA	San_Diego	San_Diego
White	214	321	44	12	CA	San_Diego	San_Diego
White	215	525	18	2	CA	San_Diego	San_Diego
White	220	66	6	1	CA	San_Diego	San_Diego
White	221	676	109	11	CA	San_Diego	San_Diego
White	222	335	37	5	CA	San_Diego	San_Diego
White	223	784	18	2	CA	San_Diego	San_Diego
White	224	261	8	2	CA	San_Diego	San_Diego
White	230	27	0	0	CA	San_Diego	San_Diego
White	240	200	6	2	CA	San_Diego	San_Diego
White	241	922	56	15	CA	San_Diego	San_Diego
White	242	203	12	4	CA	San_Diego	San_Diego
White	250	15	1	0	CA	San_Diego	San_Diego
White	251	17	7	0	CA	San_Diego	San_Diego
White	252	8	0	0	CA	San_Diego	San_Diego
White	253	14	5	0	CA	San_Diego	San_Diego
White	271	228	6	2	CA	San_Diego	San_Diego
White	272	195	7	0	CA	San_Diego	San_Diego
White	273	328	50	8	CA	San_Diego	San_Diego
White	274	142	1	0	CA	San_Diego	San_Diego
White	281	5	0	0	CA	San_Diego	San_Diego
White	282	4	0	0	CA	San_Diego	San_Diego
White	291	86	8	0	CA	San_Diego	San_Diego
White	292	87	7	1	CA	San_Diego	San_Diego
White	293	28	5	2	CA	San_Diego	San_Diego
White	294	64	8	4	CA	San_Diego	San_Diego
White	295	61	3	0	CA	San_Diego	San_Diego
White	296	1	0	0	CA	San_Diego	San_Diego
White	301	73	6	1	CA	San_Diego	San_Diego
White	302	72	20	6	CA	San_Diego	San_Diego
White	303	114	37	8	CA	San_Diego	San_Diego
White	304	44	4	1	CA	San_Diego	San_Diego
White	305	195	50	18	CA	San_Diego	San_Diego
White	306	295	56	13	CA	San_Diego	San_Diego
White	307	195	44	11	CA	San_Diego	San_Diego
White	308	258	50	15	CA	San_Diego	San_Diego
White	309	73	22	7	CA	San_Diego	San_Diego
White	310	157	50	15	CA	San_Diego	San_Diego
White	311	73	20	3	CA	San_Diego	San_Diego
White	312	169	46	14	CA	San_Diego	San_Diego
White	313	123	19	6	CA	San_Diego	San_Diego
White	314	85	34	8	CA	San_Diego	San_Diego
White	315	179	24	8	CA	San_Diego	San_Diego
White	316	139	66	30	CA	San_Diego	San_Diego
White	317	56	9	2	CA	San_Diego	San_Diego
White	318	82	28	4	CA	San_Diego	San_Diego
White	319	51	11	2	CA	San_Diego	San_Diego
White	323	12	3	0	CA	San_Diego	San_Diego
White	324	4	2	0	CA	San_Diego	San_Diego
White	325	1	1	0	CA	San_Diego	San_Diego
White	326	18	6	1	CA	San_Diego	San_Diego
White	327	7	2	1	CA	San_Diego	San_Diego
White	328	13	4	2	CA	San_Diego	San_Diego
White	329	2	1	0	CA	San_Diego	San_Diego
White	330	4	2	0	CA	San_Diego	San_Diego
White	331	38	5	1	CA	San_Diego	San_Diego
White	332	39	10	1	CA	San_Diego	San_Diego
White	333	40	15	3	CA	San_Diego	San_Diego
White	349	159	17	2	CA	San_Diego	San_Diego
White	350	216	47	5	CA	San_Diego	San_Diego
White	351	227	21	2	CA	San_Diego	San_Diego
White	352	138	21	6	CA	San_Diego	San_Diego
White	353	112	36	10	CA	San_Diego	San_Diego
White	354	218	69	17	CA	San_Diego	San_Diego
White	355	258	76	20	CA	San_Diego	San_Diego
White	356	175	66	12	CA	San_Diego	San_Diego
White	357	335	99	14	CA	San_Diego	San_Diego
White	358	321	13	4	CA	San_Diego	San_Diego
White	359	166	28	8	CA	San_Diego	San_Diego
White	360	250	47	9	CA	San_Diego	San_Diego
White	361	170	8	0	CA	San_Diego	San_Diego
White	362	20	1	0	CA	San_Diego	San_Diego
White	363	16	4	0	CA	San_Diego	San_Diego
White	364	10	2	0	CA	San_Diego	San_Diego
White	365	21	6	1	CA	San_Diego	San_Diego
White	366	4	1	0	CA	San_Diego	San_Diego
White	367	1	1	0	CA	San_Diego	San_Diego
White	369	1	0	0	CA	San_Diego	San_Diego
White	371	6	3	1	CA	San_Diego	San_Diego
White	373	103	3	1	CA	San_Diego	San_Diego
White	375	10	5	0	CA	San_Diego	San_Diego
White	376	3	1	0	CA	San_Diego	San_Diego
White	377	3	0	0	CA	San_Diego	San_Diego
White	378	2	1	0	CA	San_Diego	San_Diego
White	379	5	3	0	CA	San_Diego	San_Diego
White	380	10	7	0	CA	San_Diego	San_Diego
White	381	103	46	9	CA	San_Diego	San_Diego
White	382	91	22	1	CA	San_Diego	San_Diego
White	383	23	9	2	CA	San_Diego	San_Diego
White	384	75	24	4	CA	San_Diego	San_Diego
White	385	57	28	4	CA	San_Diego	San_Diego
White	386	15	3	0	CA	San_Diego	San_Diego
White	387	14	3	1	CA	San_Diego	San_Diego
White	388	36	7	3	CA	San_Diego	San_Diego
White	389	12	6	2	CA	San_Diego	San_Diego
White	390	36	12	3	CA	San_Diego	San_Diego
White	391	30	6	1	CA	San_Diego	San_Diego
White	392	18	8	3	CA	San_Diego	San_Diego
White	393	49	18	11	CA	San_Diego	San_Diego
White	394	2	2	0	CA	San_Diego	San_Diego
White	395	6	1	0	CA	San_Diego	San_Diego
White	396	57	22	5	CA	San_Diego	San_Diego
White	397	6	2	0	CA	San_Diego	San_Diego
White	398	4	0	0	CA	San_Diego	San_Diego
White	401	2	1	0	CA	San_Diego	San_Diego
White	402	17	3	0	CA	San_Diego	San_Diego
White	403	6	0	0	CA	San_Diego	San_Diego
White	404	15	6	1	CA	San_Diego	San_Diego
White	405	15	5	1	CA	San_Diego	San_Diego
White	406	310	5	1	CA	San_Diego	San_Diego
White	407	39	1	0	CA	San_Diego	San_Diego
White	408	2	0	0	CA	San_Diego	San_Diego
White	409	16	3	1	CA	San_Diego	San_Diego
White	410	466	28	11	CA	San_Diego	San_Diego
White	411	317	30	13	CA	San_Diego	San_Diego
White	412	121	4	0	CA	San_Diego	San_Diego
White	413	194	3	0	CA	San_Diego	San_Diego
White	414	77	8	3	CA	San_Diego	San_Diego
White	415	569	26	5	CA	San_Diego	San_Diego
White	416	275	16	3	CA	San_Diego	San_Diego
White	417	67	2	0	CA	San_Diego	San_Diego
White	418	4	0	0	CA	San_Diego	San_Diego
White	419	77	6	2	CA	San_Diego	San_Diego
White	420	1	0	0	CA	San_Diego	San_Diego
White	422	6	3	1	CA	San_Diego	San_Diego
White	423	10	2	0	CA	San_Diego	San_Diego
White	424	105	3	0	CA	San_Diego	San_Diego
White	430	303	145	35	CA	San_Diego	San_Diego
White	431	82	40	8	CA	San_Diego	San_Diego
White	432	2	1	1	CA	San_Diego	San_Diego
White	433	8	2	2	CA	San_Diego	San_Diego
White	434	8	4	3	CA	San_Diego	San_Diego
White	435	221	97	24	CA	San_Diego	San_Diego
White	436	119	46	10	CA	San_Diego	San_Diego
White	437	18	9	3	CA	San_Diego	San_Diego
White	438	17	11	3	CA	San_Diego	San_Diego
White	439	19	9	1	CA	San_Diego	San_Diego
White	440	22	6	0	CA	San_Diego	San_Diego
White	441	9	3	0	CA	San_Diego	San_Diego
White	442	1	0	0	CA	San_Diego	San_Diego
White	445	3	2	0	CA	San_Diego	San_Diego
White	501	2	1	0	CA	San_Diego	San_Diego
White	502	114	26	6	CA	San_Diego	San_Diego
White	503	106	15	3	CA	San_Diego	San_Diego
White	504	18	1	0	CA	San_Diego	San_Diego
White	505	14	3	2	CA	San_Diego	San_Diego
White	507	158	20	5	CA	San_Diego	San_Diego
White	508	68	5	1	CA	San_Diego	San_Diego
White	509	176	29	6	CA	San_Diego	San_Diego
White	510	180	26	6	CA	San_Diego	San_Diego
White	511	265	29	10	CA	San_Diego	San_Diego
White	512	95	10	3	CA	San_Diego	San_Diego
White	513	714	149	46	CA	San_Diego	San_Diego
White	514	469	127	28	CA	San_Diego	San_Diego
White	515	125	35	6	CA	San_Diego	San_Diego
White	516	319	41	10	CA	San_Diego	San_Diego
White	518	855	123	28	CA	San_Diego	San_Diego
White	519	676	85	30	CA	San_Diego	San_Diego
White	520	108	18	4	CA	San_Diego	San_Diego
White	521	26	10	4	CA	San_Diego	San_Diego
White	522	26	8	2	CA	San_Diego	San_Diego
White	523	37	13	1	CA	San_Diego	San_Diego
White	524	31	7	1	CA	San_Diego	San_Diego
White	525	43	13	1	CA	San_Diego	San_Diego
White	526	30	3	0	CA	San_Diego	San_Diego
White	527	100	22	6	CA	San_Diego	San_Diego
White	528	509	148	34	CA	San_Diego	San_Diego
White	529	293	67	17	CA	San_Diego	San_Diego
White	530	140	47	14	CA	San_Diego	San_Diego
White	531	170	60	20	CA	San_Diego	San_Diego
White	532	153	52	15	CA	San_Diego	San_Diego
White	533	448	149	46	CA	San_Diego	San_Diego
White	534	16	5	1	CA	San_Diego	San_Diego
White	535	2	0	0	CA	San_Diego	San_Diego
White	536	12	6	1	CA	San_Diego	San_Diego
White	538	1	1	0	CA	San_Diego	San_Diego
White	540	1	0	0	CA	San_Diego	San_Diego
White	551	338	110	29	CA	San_Diego	San_Diego
White	552	82	22	7	CA	San_Diego	San_Diego
White	553	85	18	3	CA	San_Diego	San_Diego
White	554	204	54	16	CA	San_Diego	San_Diego
White	555	20	3	0	CA	San_Diego	San_Diego
White	556	170	41	12	CA	San_Diego	San_Diego
White	557	281	79	22	CA	San_Diego	San_Diego
White	558	49	8	4	CA	San_Diego	San_Diego
White	559	47	17	5	CA	San_Diego	San_Diego
White	560	10	2	0	CA	San_Diego	San_Diego
White	561	20	5	3	CA	San_Diego	San_Diego
White	562	2	1	0	CA	San_Diego	San_Diego
White	563	10	4	1	CA	San_Diego	San_Diego
White	564	6	1	0	CA	San_Diego	San_Diego
White	601	109	36	7	CA	San_Diego	San_Diego
White	602	298	108	31	CA	San_Diego	San_Diego
White	603	142	58	12	CA	San_Diego	San_Diego
White	604	40	11	2	CA	San_Diego	San_Diego
White	605	23	4	2	CA	San_Diego	San_Diego
White	606	54	19	1	CA	San_Diego	San_Diego
White	607	35	13	2	CA	San_Diego	San_Diego
White	609	16	6	1	CA	San_Diego	San_Diego
White	610	9	2	0	CA	San_Diego	San_Diego
White	611	13	2	2	CA	San_Diego	San_Diego
White	612	4	0	0	CA	San_Diego	San_Diego
White	613	14	8	3	CA	San_Diego	San_Diego
White	614	50	18	3	CA	San_Diego	San_Diego
White	615	102	38	9	CA	San_Diego	San_Diego
White	616	138	33	6	CA	San_Diego	San_Diego
White	617	40	9	2	CA	San_Diego	San_Diego
White	618	30	4	1	CA	San_Diego	San_Diego
White	619	2	0	0	CA	San_Diego	San_Diego
White	620	1	1	1	CA	San_Diego	San_Diego
White	621	96	39	6	CA	San_Diego	San_Diego
White	622	51	12	1	CA	San_Diego	San_Diego
White	623	51	11	2	CA	San_Diego	San_Diego
White	624	90	26	7	CA	San_Diego	San_Diego
White	625	87	18	5	CA	San_Diego	San_Diego
White	626	70	12	3	CA	San_Diego	San_Diego
White	627	18	1	0	CA	San_Diego	San_Diego
White	628	99	30	7	CA	San_Diego	San_Diego
White	629	195	65	19	CA	San_Diego	San_Diego
White	631	11	0	0	CA	San_Diego	San_Diego
White	632	96	39	7	CA	San_Diego	San_Diego
White	633	109	32	8	CA	San_Diego	San_Diego
White	634	4	1	0	CA	San_Diego	San_Diego
White	635	8	4	0	CA	San_Diego	San_Diego
White	638	4	3	0	CA	San_Diego	San_Diego
White	639	10	1	1	CA	San_Diego	San_Diego
White	700	52	6	2	CA	San_Diego	San_Diego
White	701	34	7	1	CA	San_Diego	San_Diego
White	702	278	57	9	CA	San_Diego	San_Diego
White	703	117	15	1	CA	San_Diego	San_Diego
White	704	87	18	1	CA	San_Diego	San_Diego
White	705	55	10	2	CA	San_Diego	San_Diego
White	706	261	56	12	CA	San_Diego	San_Diego
White	707	26	2	0	CA	San_Diego	San_Diego
White	708	21	3	0	CA	San_Diego	San_Diego
White	709	53	5	1	CA	San_Diego	San_Diego
White	710	76	16	3	CA	San_Diego	San_Diego
White	712	1	1	0	CA	San_Diego	San_Diego
White	720	20	4	1	CA	San_Diego	San_Diego
White	721	77	10	0	CA	San_Diego	San_Diego
White	722	31	4	1	CA	San_Diego	San_Diego
White	724	1	0	0	CA	San_Diego	San_Diego
White	727	2	1	0	CA	San_Diego	San_Diego
White	728	16	5	2	CA	San_Diego	San_Diego
White	801	12	1	1	CA	San_Diego	San_Diego
White	802	4	0	0	CA	San_Diego	San_Diego
White	803	3	1	1	CA	San_Diego	San_Diego
White	804	94	41	10	CA	San_Diego	San_Diego
White	805	14	10	2	CA	San_Diego	San_Diego
White	806	2	2	1	CA	San_Diego	San_Diego
White	807	7	4	0	CA	San_Diego	San_Diego
White	808	36	13	0	CA	San_Diego	San_Diego
White	809	45	17	2	CA	San_Diego	San_Diego
White	810	1	0	0	CA	San_Diego	San_Diego
White	811	2	2	0	CA	San_Diego	San_Diego
White	812	22	2	2	CA	San_Diego	San_Diego
White	813	21	9	3	CA	San_Diego	San_Diego
White	814	122	31	10	CA	San_Diego	San_Diego
White	815	2	0	0	CA	San_Diego	San_Diego
White	816	77	10	2	CA	San_Diego	San_Diego
White	817	40	6	2	CA	San_Diego	San_Diego
White	818	27	5	1	CA	San_Diego	San_Diego
White	819	19	6	2	CA	San_Diego	San_Diego
White	820	54	9	2	CA	San_Diego	San_Diego
White	824	1	0	0	CA	San_Diego	San_Diego
White	826	2	1	1	CA	San_Diego	San_Diego
White	827	31	3	0	CA	San_Diego	San_Diego
White	828	34	1	0	CA	San_Diego	San_Diego
White	829	2	1	0	CA	San_Diego	San_Diego
White	831	8	2	2	CA	San_Diego	San_Diego
White	832	54	21	2	CA	San_Diego	San_Diego
White	833	6	1	0	CA	San_Diego	San_Diego
White	835	1	1	0	CA	San_Diego	San_Diego
White	841	14	3	2	CA	San_Diego	San_Diego
White	842	43	7	0	CA	San_Diego	San_Diego
White	843	5	0	0	CA	San_Diego	San_Diego
White	847	3	0	0	CA	San_Diego	San_Diego
White	850	36	2	1	CA	San_Diego	San_Diego
White	851	6	0	0	CA	San_Diego	San_Diego
White	852	23	1	0	CA	San_Diego	San_Diego
White	853	9	2	1	CA	San_Diego	San_Diego
White	855	26	1	0	CA	San_Diego	San_Diego
White	870	3	0	0	CA	San_Diego	San_Diego
White	871	11	1	0	CA	San_Diego	San_Diego
White	873	3	0	0	CA	San_Diego	San_Diego
White	874	4	0	0	CA	San_Diego	San_Diego
White	876	2	0	0	CA	San_Diego	San_Diego
White	877	37	6	2	CA	San_Diego	San_Diego
White	878	49	2	2	CA	San_Diego	San_Diego
White	879	29	2	0	CA	San_Diego	San_Diego
White	880	41	4	0	CA	San_Diego	San_Diego
White	881	24	5	1	CA	San_Diego	San_Diego
White	882	2	0	0	CA	San_Diego	San_Diego
White	883	1	0	0	CA	San_Diego	San_Diego
White	884	89	12	1	CA	San_Diego	San_Diego
White	885	12	0	0	CA	San_Diego	San_Diego
White	886	2	0	0	CA	San_Diego	San_Diego
White	887	2	0	0	CA	San_Diego	San_Diego
White	889	3	0	0	CA	San_Diego	San_Diego
White	999	11379	2154	545	CA	San_Diego	San_Diego
